rfid,flight_duration,hive,nosema,gbd
50 B2 92 05 08 00 12 E0,0.431,19,0,1
50 B2 92 05 08 00 12 E0,19.454,19,0,1
50 B2 92 05 08 00 12 E0,0.434,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
50 B2 92 05 08 00 12 E0,0.475,19,0,1
50 B2 92 05 08 00 12 E0,0.427,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,22.648,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
50 B2 92 05 08 00 12 E0,0.433,19,0,1
50 B2 92 05 08 00 12 E0,0.419,19,0,1
50 B2 92 05 08 00 12 E0,1573.76,19,0,1
50 B2 92 05 08 00 12 E0,69.148,19,0,1
50 B2 92 05 08 00 12 E0,0.874,19,0,1
50 B2 92 05 08 00 12 E0,0,19,0,1
50 B2 92 05 08 00 12 E0,126.614,19,0,1
50 B2 92 05 08 00 12 E0,2715.26,19,0,1
50 B2 92 05 08 00 12 E0,0.455,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
50 B2 92 05 08 00 12 E0,790.935,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,11.283,19,0,1
50 B2 92 05 08 00 12 E0,0.429,19,0,1
50 B2 92 05 08 00 12 E0,270.564,19,0,1
50 B2 92 05 08 00 12 E0,196.802,19,0,1
50 B2 92 05 08 00 12 E0,53.87,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,0.426,19,0,1
50 B2 92 05 08 00 12 E0,0,19,0,1
50 B2 92 05 08 00 12 E0,45.847,19,0,1
50 B2 92 05 08 00 12 E0,200.561,19,0,1
50 B2 92 05 08 00 12 E0,0.451,19,0,1
50 B2 92 05 08 00 12 E0,83503.4,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,8.692,19,0,1
50 B2 92 05 08 00 12 E0,9939.92,19,0,1
50 B2 92 05 08 00 12 E0,0.432,19,0,1
50 B2 92 05 08 00 12 E0,4.846,19,0,1
50 B2 92 05 08 00 12 E0,0.431,19,0,1
66 B4 92 05 08 00 12 E0,0,19,0,1
66 B4 92 05 08 00 12 E0,0.416,19,0,1
66 B4 92 05 08 00 12 E0,0.474,19,0,1
66 B4 92 05 08 00 12 E0,9.36,19,0,1
66 B4 92 05 08 00 12 E0,0.46,19,0,1
66 B4 92 05 08 00 12 E0,0.432,19,0,1
66 B4 92 05 08 00 12 E0,0.427,19,0,1
DD B0 92 05 08 00 12 E0,0,19,1,1
DD B0 92 05 08 00 12 E0,0.431,19,1,1
DD B0 92 05 08 00 12 E0,0.436,19,1,1
14 B2 92 05 08 00 12 E0,0,19,0,1
14 B2 92 05 08 00 12 E0,6.728,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.446,19,0,1
14 B2 92 05 08 00 12 E0,503.754,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0,19,0,1
14 B2 92 05 08 00 12 E0,0.416,19,0,1
14 B2 92 05 08 00 12 E0,331.925,19,0,1
14 B2 92 05 08 00 12 E0,0.426,19,0,1
14 B2 92 05 08 00 12 E0,4.099,19,0,1
14 B2 92 05 08 00 12 E0,0.421,19,0,1
14 B2 92 05 08 00 12 E0,0,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.438,19,0,1
14 B2 92 05 08 00 12 E0,2.599,19,0,1
14 B2 92 05 08 00 12 E0,263.138,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,18.482,19,0,1
14 B2 92 05 08 00 12 E0,0.455,19,0,1
14 B2 92 05 08 00 12 E0,0.425,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,1.335,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,17.647,19,0,1
14 B2 92 05 08 00 12 E0,0.448,19,0,1
14 B2 92 05 08 00 12 E0,0.425,19,0,1
14 B2 92 05 08 00 12 E0,82253.8,19,0,1
14 B2 92 05 08 00 12 E0,592.984,19,0,1
14 B2 92 05 08 00 12 E0,0.454,19,0,1
14 B2 92 05 08 00 12 E0,3.627,19,0,1
14 B2 92 05 08 00 12 E0,1985.31,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.452,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.42,19,0,1
14 B2 92 05 08 00 12 E0,6.181,19,0,1
14 B2 92 05 08 00 12 E0,0.451,19,0,1
14 B2 92 05 08 00 12 E0,1337.47,19,0,1
14 B2 92 05 08 00 12 E0,0.459,19,0,1
14 B2 92 05 08 00 12 E0,4.962,19,0,1
14 B2 92 05 08 00 12 E0,0.426,19,0,1
14 B2 92 05 08 00 12 E0,1496.42,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.419,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,19.553,19,0,1
14 B2 92 05 08 00 12 E0,0.437,19,0,1
14 B2 92 05 08 00 12 E0,1548.46,19,0,1
14 B2 92 05 08 00 12 E0,0.886,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,5.861,19,0,1
14 B2 92 05 08 00 12 E0,377.45,19,0,1
14 B2 92 05 08 00 12 E0,10.812,19,0,1
14 B2 92 05 08 00 12 E0,0.435,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,1510.49,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,80.477,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0,19,0,1
14 B2 92 05 08 00 12 E0,220.803,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,1340.06,19,0,1
14 B2 92 05 08 00 12 E0,153.921,19,0,1
14 B2 92 05 08 00 12 E0,1282.49,19,0,1
14 B2 92 05 08 00 12 E0,0.458,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,12.501,19,0,1
14 B2 92 05 08 00 12 E0,0.476,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.443,19,0,1
14 B2 92 05 08 00 12 E0,0.875,19,0,1
14 B2 92 05 08 00 12 E0,0.425,19,0,1
14 B2 92 05 08 00 12 E0,0.439,19,0,1
14 B2 92 05 08 00 12 E0,0.434,19,0,1
14 B2 92 05 08 00 12 E0,0.425,19,0,1
14 B2 92 05 08 00 12 E0,0.443,19,0,1
14 B2 92 05 08 00 12 E0,0.421,19,0,1
14 B2 92 05 08 00 12 E0,278.106,19,0,1
14 B2 92 05 08 00 12 E0,1290.34,19,0,1
14 B2 92 05 08 00 12 E0,3.689,19,0,1
14 B2 92 05 08 00 12 E0,0.415,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,470.14,19,0,1
14 B2 92 05 08 00 12 E0,3.02,19,0,1
14 B2 92 05 08 00 12 E0,25.576,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.419,19,0,1
14 B2 92 05 08 00 12 E0,0.449,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.425,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,18.857,19,0,1
14 B2 92 05 08 00 12 E0,0.426,19,0,1
14 B2 92 05 08 00 12 E0,0.421,19,0,1
14 B2 92 05 08 00 12 E0,826.603,19,0,1
14 B2 92 05 08 00 12 E0,0.426,19,0,1
14 B2 92 05 08 00 12 E0,0.925,19,0,1
14 B2 92 05 08 00 12 E0,1563.72,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.458,19,0,1
14 B2 92 05 08 00 12 E0,16.192,19,0,1
14 B2 92 05 08 00 12 E0,97.951,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,580.051,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,793.844,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,76270.3,19,0,1
14 B2 92 05 08 00 12 E0,0.482,19,0,1
14 B2 92 05 08 00 12 E0,8.538,19,0,1
14 B2 92 05 08 00 12 E0,0.426,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,77.117,19,0,1
14 B2 92 05 08 00 12 E0,2383.51,19,0,1
14 B2 92 05 08 00 12 E0,1837.06,19,0,1
14 B2 92 05 08 00 12 E0,0.871,19,0,1
14 B2 92 05 08 00 12 E0,463.741,19,0,1
14 B2 92 05 08 00 12 E0,1252.38,19,0,1
14 B2 92 05 08 00 12 E0,211.304,19,0,1
14 B2 92 05 08 00 12 E0,0.415,19,0,1
14 B2 92 05 08 00 12 E0,11.753,19,0,1
14 B2 92 05 08 00 12 E0,1327.38,19,0,1
14 B2 92 05 08 00 12 E0,0.452,19,0,1
14 B2 92 05 08 00 12 E0,0.421,19,0,1
14 B2 92 05 08 00 12 E0,15.333,19,0,1
14 B2 92 05 08 00 12 E0,15.768,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.425,19,0,1
14 B2 92 05 08 00 12 E0,0.434,19,0,1
14 B2 92 05 08 00 12 E0,1638.93,19,0,1
14 B2 92 05 08 00 12 E0,4.573,19,0,1
14 B2 92 05 08 00 12 E0,0.435,19,0,1
14 B2 92 05 08 00 12 E0,87663.2,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.433,19,0,1
14 B2 92 05 08 00 12 E0,0.446,19,0,1
14 B2 92 05 08 00 12 E0,58.406,19,0,1
14 B2 92 05 08 00 12 E0,0.489,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.442,19,0,1
14 B2 92 05 08 00 12 E0,22.546,19,0,1
14 B2 92 05 08 00 12 E0,86.834,19,0,1
14 B2 92 05 08 00 12 E0,0.415,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.441,19,0,1
14 B2 92 05 08 00 12 E0,1.342,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,0.438,19,0,1
14 B2 92 05 08 00 12 E0,81.156,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,0.445,19,0,1
14 B2 92 05 08 00 12 E0,0.431,19,0,1
14 B2 92 05 08 00 12 E0,167008,19,0,1
14 B2 92 05 08 00 12 E0,23.946,19,0,1
14 B2 92 05 08 00 12 E0,0,19,0,1
14 B2 92 05 08 00 12 E0,0.456,19,0,1
14 B2 92 05 08 00 12 E0,0.419,19,0,1
14 B2 92 05 08 00 12 E0,16.222,19,0,1
14 B2 92 05 08 00 12 E0,0.473,19,0,1
14 B2 92 05 08 00 12 E0,0.427,19,0,1
14 B2 92 05 08 00 12 E0,0.432,19,0,1
14 B2 92 05 08 00 12 E0,4.049,19,0,1
14 B2 92 05 08 00 12 E0,0.888,19,0,1
14 B2 92 05 08 00 12 E0,91138.4,19,0,0
14 B2 92 05 08 00 12 E0,225.566,19,0,0
14 B2 92 05 08 00 12 E0,0.431,19,0,0
4F B2 92 05 08 00 12 E0,0,19,0,1
4F B2 92 05 08 00 12 E0,11.222,19,0,1
4F B2 92 05 08 00 12 E0,0.426,19,0,1
EA B0 92 05 08 00 12 E0,0,19,0,1
EA B0 92 05 08 00 12 E0,0.455,19,0,1
6A B2 92 05 08 00 12 E0,0,19,1,1
6A B2 92 05 08 00 12 E0,3.582,19,1,1
6A B2 92 05 08 00 12 E0,0.42,19,1,1
6A B2 92 05 08 00 12 E0,0.439,19,1,1
48 B2 92 05 08 00 12 E0,0,19,1,1
48 B2 92 05 08 00 12 E0,0.42,19,1,1
48 B2 92 05 08 00 12 E0,3.55,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,0.452,19,1,1
48 B2 92 05 08 00 12 E0,470.667,19,1,1
48 B2 92 05 08 00 12 E0,0.452,19,1,1
48 B2 92 05 08 00 12 E0,7.182,19,1,1
48 B2 92 05 08 00 12 E0,0,19,1,1
48 B2 92 05 08 00 12 E0,0.428,19,1,1
48 B2 92 05 08 00 12 E0,4.431,19,1,1
48 B2 92 05 08 00 12 E0,0.425,19,1,1
48 B2 92 05 08 00 12 E0,23.876,19,1,1
48 B2 92 05 08 00 12 E0,0.426,19,1,1
48 B2 92 05 08 00 12 E0,0.455,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,2983.39,19,1,1
48 B2 92 05 08 00 12 E0,3.97,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,341.986,19,1,1
48 B2 92 05 08 00 12 E0,0.429,19,1,1
48 B2 92 05 08 00 12 E0,12.699,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,79308.2,19,1,1
48 B2 92 05 08 00 12 E0,0.418,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,0.419,19,1,1
48 B2 92 05 08 00 12 E0,0.434,19,1,1
48 B2 92 05 08 00 12 E0,18.584,19,1,1
48 B2 92 05 08 00 12 E0,1327.06,19,1,1
48 B2 92 05 08 00 12 E0,1889.22,19,1,1
48 B2 92 05 08 00 12 E0,10.291,19,1,1
48 B2 92 05 08 00 12 E0,0.442,19,1,1
48 B2 92 05 08 00 12 E0,735.301,19,1,1
48 B2 92 05 08 00 12 E0,14.025,19,1,1
48 B2 92 05 08 00 12 E0,0.423,19,1,1
48 B2 92 05 08 00 12 E0,0,19,1,1
48 B2 92 05 08 00 12 E0,81804.1,19,1,1
48 B2 92 05 08 00 12 E0,416.017,19,1,1
48 B2 92 05 08 00 12 E0,259.067,19,1,1
48 B2 92 05 08 00 12 E0,0.453,19,1,1
48 B2 92 05 08 00 12 E0,0.421,19,1,1
48 B2 92 05 08 00 12 E0,0.42,19,1,1
48 B2 92 05 08 00 12 E0,0.469,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,0.451,19,1,1
48 B2 92 05 08 00 12 E0,0.426,19,1,1
48 B2 92 05 08 00 12 E0,34.946,19,1,1
48 B2 92 05 08 00 12 E0,2.623,19,1,1
48 B2 92 05 08 00 12 E0,585.739,19,1,1
48 B2 92 05 08 00 12 E0,0.422,19,1,1
48 B2 92 05 08 00 12 E0,6.37,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,0,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,0.457,19,1,1
48 B2 92 05 08 00 12 E0,0.434,19,1,1
48 B2 92 05 08 00 12 E0,0.425,19,1,1
48 B2 92 05 08 00 12 E0,0.898,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,0.449,19,1,1
48 B2 92 05 08 00 12 E0,1008.21,19,1,1
48 B2 92 05 08 00 12 E0,0.405,19,1,1
48 B2 92 05 08 00 12 E0,1.321,19,1,1
48 B2 92 05 08 00 12 E0,0.45,19,1,1
48 B2 92 05 08 00 12 E0,383.601,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,5.797,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,776.411,19,1,1
48 B2 92 05 08 00 12 E0,0.428,19,1,1
48 B2 92 05 08 00 12 E0,21.791,19,1,1
48 B2 92 05 08 00 12 E0,81554.7,19,1,1
48 B2 92 05 08 00 12 E0,6.542,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,1570.54,19,1,1
48 B2 92 05 08 00 12 E0,9.972,19,1,1
48 B2 92 05 08 00 12 E0,0.435,19,1,1
48 B2 92 05 08 00 12 E0,0.426,19,1,1
48 B2 92 05 08 00 12 E0,1296.23,19,1,1
48 B2 92 05 08 00 12 E0,0.442,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,0.408,19,1,1
48 B2 92 05 08 00 12 E0,0.411,19,1,1
48 B2 92 05 08 00 12 E0,0.429,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,0.402,19,1,1
48 B2 92 05 08 00 12 E0,0.428,19,1,1
48 B2 92 05 08 00 12 E0,2.249,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,0.419,19,1,1
48 B2 92 05 08 00 12 E0,7.116,19,1,1
48 B2 92 05 08 00 12 E0,0.414,19,1,1
48 B2 92 05 08 00 12 E0,258862,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,0.482,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,9.07,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,0.477,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,0.456,19,1,1
48 B2 92 05 08 00 12 E0,1.285,19,1,1
48 B2 92 05 08 00 12 E0,0,19,1,1
48 B2 92 05 08 00 12 E0,0.434,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,5.823,19,1,1
48 B2 92 05 08 00 12 E0,0.432,19,1,1
48 B2 92 05 08 00 12 E0,1710.79,19,1,1
48 B2 92 05 08 00 12 E0,0.434,19,1,1
48 B2 92 05 08 00 12 E0,19.415,19,1,1
48 B2 92 05 08 00 12 E0,69.656,19,1,1
48 B2 92 05 08 00 12 E0,11.375,19,1,1
48 B2 92 05 08 00 12 E0,0.423,19,1,1
48 B2 92 05 08 00 12 E0,1779.44,19,1,1
48 B2 92 05 08 00 12 E0,0.481,19,1,1
48 B2 92 05 08 00 12 E0,0.431,19,1,1
48 B2 92 05 08 00 12 E0,0.426,19,1,1
48 B2 92 05 08 00 12 E0,0.433,19,1,1
48 B2 92 05 08 00 12 E0,33.737,19,1,1
48 B2 92 05 08 00 12 E0,0.446,19,1,1
C5 B5 92 05 08 00 12 E0,0,19,0,1
C5 B5 92 05 08 00 12 E0,0,19,0,1
C5 B5 92 05 08 00 12 E0,2.191,19,0,1
C5 B5 92 05 08 00 12 E0,0.427,19,0,1
C5 B5 92 05 08 00 12 E0,13099.2,19,0,1
C5 B5 92 05 08 00 12 E0,0.434,19,0,1
C5 B5 92 05 08 00 12 E0,0.431,19,0,1
C5 B5 92 05 08 00 12 E0,5.992,19,0,1
C5 B5 92 05 08 00 12 E0,0.435,19,0,1
C5 B5 92 05 08 00 12 E0,11.325,19,0,1
C5 B5 92 05 08 00 12 E0,0.432,19,0,1
C5 B5 92 05 08 00 12 E0,0.483,19,0,1
C5 B5 92 05 08 00 12 E0,0.433,19,0,1
C5 B5 92 05 08 00 12 E0,45.789,19,0,1
C5 B5 92 05 08 00 12 E0,0.432,19,0,1
1F B2 92 05 08 00 12 E0,0,19,0,1
1F B2 92 05 08 00 12 E0,0.434,19,0,1
1F B2 92 05 08 00 12 E0,0.425,19,0,1
1F B2 92 05 08 00 12 E0,0.435,19,0,1
1F B2 92 05 08 00 12 E0,0.433,19,0,1
1F B2 92 05 08 00 12 E0,0.455,19,0,1
1F B2 92 05 08 00 12 E0,0.425,19,0,1
1F B2 92 05 08 00 12 E0,0.427,19,0,1
1F B2 92 05 08 00 12 E0,0.444,19,0,1
1F B2 92 05 08 00 12 E0,0.426,19,0,1
1F B2 92 05 08 00 12 E0,0.434,19,0,1
1F B2 92 05 08 00 12 E0,5.316,19,0,1
1F B2 92 05 08 00 12 E0,0.426,19,0,1
1F B2 92 05 08 00 12 E0,125.548,19,0,1
1F B2 92 05 08 00 12 E0,0.42,19,0,1
1F B2 92 05 08 00 12 E0,5.003,19,0,1
1F B2 92 05 08 00 12 E0,0.431,19,0,1
1F B2 92 05 08 00 12 E0,0.426,19,0,1
1F B2 92 05 08 00 12 E0,0.419,19,0,1
1F B2 92 05 08 00 12 E0,0,19,0,1
1F B2 92 05 08 00 12 E0,0.432,19,0,1
1F B2 92 05 08 00 12 E0,7.583,19,0,1
1F B2 92 05 08 00 12 E0,0.432,19,0,1
1F B2 92 05 08 00 12 E0,0.438,19,0,1
1F B2 92 05 08 00 12 E0,0.433,19,0,1
1F B2 92 05 08 00 12 E0,7.606,19,0,1
1F B2 92 05 08 00 12 E0,0.435,19,0,1
40 B2 92 05 08 00 12 E0,0,19,1,1
40 B2 92 05 08 00 12 E0,13.877,19,1,1
D7 B5 92 05 08 00 12 E0,0,19,0,1
D7 B5 92 05 08 00 12 E0,0,19,0,1
D7 B5 92 05 08 00 12 E0,8.521,19,0,1
D7 B5 92 05 08 00 12 E0,153.829,19,0,1
D7 B5 92 05 08 00 12 E0,0.443,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,5.925,19,0,1
D7 B5 92 05 08 00 12 E0,0.434,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,3011.69,19,0,1
D7 B5 92 05 08 00 12 E0,0.455,19,0,1
D7 B5 92 05 08 00 12 E0,3.513,19,0,1
D7 B5 92 05 08 00 12 E0,183.425,19,0,1
D7 B5 92 05 08 00 12 E0,0.433,19,0,1
D7 B5 92 05 08 00 12 E0,8.185,19,0,1
D7 B5 92 05 08 00 12 E0,0.426,19,0,1
D7 B5 92 05 08 00 12 E0,0.433,19,0,1
D7 B5 92 05 08 00 12 E0,0.873,19,0,1
D7 B5 92 05 08 00 12 E0,17.983,19,0,1
D7 B5 92 05 08 00 12 E0,0.426,19,0,1
D7 B5 92 05 08 00 12 E0,0.426,19,0,1
D7 B5 92 05 08 00 12 E0,8.084,19,0,1
D7 B5 92 05 08 00 12 E0,134.36,19,0,1
D7 B5 92 05 08 00 12 E0,0.428,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.425,19,0,1
D7 B5 92 05 08 00 12 E0,51.17,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.427,19,0,1
D7 B5 92 05 08 00 12 E0,11.301,19,0,1
D7 B5 92 05 08 00 12 E0,0.433,19,0,1
D7 B5 92 05 08 00 12 E0,0.434,19,0,1
D7 B5 92 05 08 00 12 E0,0,19,0,1
D7 B5 92 05 08 00 12 E0,0.436,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,5.315,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,0.478,19,0,1
D7 B5 92 05 08 00 12 E0,0.427,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,0.83,19,0,1
D7 B5 92 05 08 00 12 E0,0.893,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.465,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.433,19,0,1
D7 B5 92 05 08 00 12 E0,5082.82,19,0,1
D7 B5 92 05 08 00 12 E0,0.455,19,0,1
D7 B5 92 05 08 00 12 E0,6.831,19,0,1
D7 B5 92 05 08 00 12 E0,1.354,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.433,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,0.45,19,0,1
D7 B5 92 05 08 00 12 E0,0.421,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,0.431,19,0,1
D7 B5 92 05 08 00 12 E0,2.209,19,0,1
D7 B5 92 05 08 00 12 E0,0.425,19,0,1
D7 B5 92 05 08 00 12 E0,269.563,19,0,1
D7 B5 92 05 08 00 12 E0,5.381,19,0,1
D7 B5 92 05 08 00 12 E0,844.504,19,0,1
D7 B5 92 05 08 00 12 E0,0.423,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,18.21,19,0,1
D7 B5 92 05 08 00 12 E0,0.422,19,0,1
D7 B5 92 05 08 00 12 E0,0.861,19,0,1
D7 B5 92 05 08 00 12 E0,0.433,19,0,1
D7 B5 92 05 08 00 12 E0,0.425,19,0,1
D7 B5 92 05 08 00 12 E0,79917.5,19,0,1
D7 B5 92 05 08 00 12 E0,15.712,19,0,1
D7 B5 92 05 08 00 12 E0,0.441,19,0,1
D7 B5 92 05 08 00 12 E0,111.631,19,0,1
D7 B5 92 05 08 00 12 E0,6.411,19,0,1
D7 B5 92 05 08 00 12 E0,0.432,19,0,1
D7 B5 92 05 08 00 12 E0,2056.79,19,0,1
D7 B5 92 05 08 00 12 E0,0.465,19,0,1
